110.14,19,60000
77.68,17,46000
118.38,14,52000
148.75,2,65000
44.84,14,21000
112.21,34,73000
83.04,3,43000
78.09,13,40000
77.68,7,46000
69.32,4,31000
81.67,6,34000
82.15,3,35000
64.44,10,33000
148.75,8,68000
76.68,2,36000
78.21,4,40000
69.32,4,31000
69.7,11,32000
105.82,2,52000
77.15,5,35000
69.23,12,32000
53.54,3,25000
142.43,5,58000
46.73,6,21000
64.44,15,33000
78.88,2,44000
64.44,15,33000
64.44,6,32000
64.28,2,32000
